age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
41,Private,203130,Bachelors,12,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,83902,0,49,China,<=50K
44,Private,177953,HS-grad,7,Married-civ-spouse,Sales,Unmarried,White,Male,31593,0,25,United-States,>50K
35,Private,130266,HS-grad,14,Never-married,Sales,Husband,White,Male,97328,1,30,United-States,<=50K
34,Private,140376,HS-grad,12,Never-married,Other-service,Unmarried,White,Male,24189,0,43,United-States,<=50K
37,Local-gov,397404,Assoc-voc,11,Married-spouse-absent,Tech-support,Husband,White,Female,81776,2,43,United-States,<=50K
23,Private,200994,Some-college,8,Married-civ-spouse,Sales,Not-in-family,White,Male,32181,0,48,United-States,<=50K
51,State-gov,132415,Some-college,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,21421,8,30,?,<=50K
43,Private,171517,Bachelors,14,Never-married,Prof-specialty,Unmarried,White,Male,42390,0,50,United-States,>50K
24,Private,115463,Bachelors,12,Never-married,Handlers-cleaners,Wife,White,Male,3533,3,42,United-States,<=50K
31,Local-gov,205460,HS-grad,13,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,7046,23,28,United-States,>50K
50,Private,61352,Some-college,12,Married-civ-spouse,Exec-managerial,Own-child,White,Male,9527,36,35,United-States,<=50K
48,Private,102801,HS-grad,8,Married-civ-spouse,Prof-specialty,Own-child,White,Female,14850,0,60,United-States,<=50K
43,Private,171117,Some-college,7,Married-civ-spouse,Sales,Unmarried,White,Female,53097,0,62,United-States,<=50K
59,Private,84400,Bachelors,15,Never-married,Exec-managerial,Not-in-family,White,Male,84357,19,49,Germany,>50K
51,Self-emp-not-inc,130052,Some-college,8,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,83052,0,67,United-States,<=50K
17,Private,150857,Some-college,4,Never-married,Adm-clerical,Husband,White,Female,49,3,15,United-States,<=50K
40,State-gov,69575,HS-grad,11,Divorced,Prof-specialty,Not-in-family,White,Female,34645,0,34,United-States,<=50K
33,Private,97308,HS-grad,8,Married-civ-spouse,Exec-managerial,Own-child,White,Male,1599,0,46,United-States,<=50K
41,Local-gov,354839,HS-grad,11,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,37528,0,41,United-States,<=50K
38,Private,234628,HS-grad,7,Never-married,Protective-serv,Husband,White,Male,6638,30,35,United-States,<=50K
56,Private,254298,Some-college,8,Married-civ-spouse,Protective-serv,Husband,White,Male,56947,3,36,United-States,<=50K
41,Private,31264,Some-college,5,Divorced,Adm-clerical,Husband,White,Male,1100,25,21,United-States,<=50K
26,Private,61468,HS-grad,7,Never-married,Exec-managerial,Own-child,Other,Female,60505,13,28,United-States,<=50K
50,Private,119015,Some-college,15,Never-married,Exec-managerial,Own-child,White,Male,6506,0,38,United-States,>50K
52,Private,193820,HS-grad,12,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,99997,0,33,United-States,<=50K
62,Private,640220,Bachelors,8,Married-civ-spouse,?,Husband,White,Male,89713,0,64,United-States,<=50K
18,Federal-gov,89124,Some-college,12,Never-married,Sales,Husband,White,Female,21505,0,39,United-States,<=50K
36,Private,213887,Bachelors,11,Married-civ-spouse,Craft-repair,Husband,White,Male,98070,35,43,United-States,<=50K
31,Private,118862,Bachelors,12,Never-married,Prof-specialty,Husband,White,Male,89592,101,27,United-States,>50K
25,Private,57451,Some-college,6,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Female,6962,0,23,United-States,<=50K
20,Private,274244,HS-grad,10,Never-married,Exec-managerial,Not-in-family,White,Male,16689,0,48,United-States,<=50K
35,Private,91245,Some-college,10,Never-married,Craft-repair,Husband,White,Male,45159,0,37,United-States,<=50K
39,Private,348968,9th,6,Divorced,Adm-clerical,Unmarried,White,Male,55620,0,30,United-States,<=50K
22,Private,94250,HS-grad,10,Never-married,Sales,Wife,White,Female,73318,0,42,United-States,<=50K
23,Private,78797,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,77486,0,68,United-States,<=50K
29,Federal-gov,421102,Some-college,7,Never-married,Other-service,Husband,White,Male,10590,0,58,United-States,<=50K
24,Private,156290,Masters,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,574,0,30,United-States,<=50K
48,Private,350139,HS-grad,15,Married-civ-spouse,Machine-op-inspct,Unmarried,Black,Female,90863,0,61,United-States,>50K
59,Private,104268,Some-college,11,Never-married,Craft-repair,Unmarried,White,Female,11978,6,40,United-States,<=50K
32,State-gov,123718,HS-grad,15,Married-civ-spouse,Prof-specialty,Husband,White,Female,12059,3,29,United-States,<=50K
31,Private,112281,Assoc-voc,12,Married-civ-spouse,Craft-repair,Husband,White,Female,70360,3,16,United-States,<=50K
39,Private,147793,HS-grad,12,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,95483,0,25,United-States,<=50K
28,State-gov,314680,HS-grad,15,Never-married,Other-service,Own-child,White,Male,377,1,48,United-States,<=50K
38,Private,110300,HS-grad,12,Divorced,Prof-specialty,Husband,White,Female,99022,35,36,United-States,<=50K
61,Self-emp-not-inc,718392,Bachelors,14,Divorced,Prof-specialty,Husband,White,Male,94287,0,55,United-States,>50K
25,Private,130357,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,73,3,35,United-States,<=50K
19,Private,67708,HS-grad,9,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Male,241,0,43,United-States,<=50K
38,Private,54165,7th-8th,7,Divorced,Farming-fishing,Husband,White,Female,2817,27,19,United-States,>50K
52,Local-gov,21736,11th,8,Never-married,Other-service,Husband,White,Male,272,1,33,United-States,<=50K
51,Private,40202,Bachelors,11,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,48249,142,49,Mexico,>50K
30,Private,146534,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,67623,7,36,United-States,<=50K
67,Private,190163,Masters,10,Married-civ-spouse,Other-service,Husband,White,Male,99780,12,29,United-States,<=50K
26,Private,264353,Assoc-acdm,12,Divorced,Machine-op-inspct,Husband,White,Male,180,0,59,United-States,<=50K
31,Private,572574,Some-college,9,Never-married,Craft-repair,Husband,White,Male,77243,0,59,United-States,<=50K
40,Local-gov,308435,HS-grad,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,10386,0,25,Cuba,<=50K
26,Private,242883,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,73170,119,56,United-States,<=50K
46,Private,44629,HS-grad,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,32999,0,36,United-States,<=50K
49,?,339273,10th,13,Never-married,Craft-repair,Not-in-family,White,Female,2913,0,26,?,>50K
36,Federal-gov,51434,HS-grad,7,Never-married,Other-service,Not-in-family,White,Male,56177,0,44,United-States,<=50K
31,Private,59436,Prof-school,12,Married-civ-spouse,?,Unmarried,White,Female,97076,0,46,United-States,<=50K
40,Private,75251,11th,11,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,98369,0,51,United-States,<=50K
31,Private,188260,HS-grad,13,Married-civ-spouse,?,Husband,White,Male,1288,0,29,United-States,<=50K
28,?,169704,HS-grad,11,Never-married,Craft-repair,Own-child,White,Male,4203,559,41,United-States,<=50K
26,Private,414218,10th,12,Never-married,Other-service,Other-relative,White,Female,59561,0,42,United-States,>50K
37,Private,225574,10th,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,15106,2,24,United-States,>50K
61,Local-gov,76105,HS-grad,11,Divorced,Protective-serv,Not-in-family,White,Male,97215,15,22,United-States,>50K
28,Private,193257,Some-college,8,Never-married,Other-service,Unmarried,White,Male,1093,289,33,United-States,<=50K
25,Local-gov,243580,Some-college,8,Divorced,Other-service,Husband,White,Female,126,0,26,United-States,<=50K
45,Self-emp-inc,46867,5th-6th,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,52966,0,44,United-States,<=50K
35,Private,128249,HS-grad,12,Married-civ-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Female,2163,1,39,Mexico,<=50K
31,Private,109695,HS-grad,10,Never-married,Exec-managerial,Own-child,White,Male,4937,3,34,United-States,<=50K
45,Private,154013,Masters,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,99378,0,24,Germany,>50K
43,Self-emp-not-inc,244238,7th-8th,11,Never-married,?,Husband,White,Male,42061,98,56,United-States,<=50K
48,Local-gov,507119,HS-grad,11,Married-civ-spouse,?,Husband,Black,Female,88891,0,31,United-States,<=50K
21,Private,143448,HS-grad,13,Never-married,Prof-specialty,Husband,White,Male,24785,0,41,United-States,>50K
37,Private,40130,9th,12,Married-civ-spouse,Prof-specialty,Husband,White,Female,42052,0,28,United-States,<=50K
56,Private,195161,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,99918,2,26,United-States,>50K
17,Private,232544,Bachelors,5,Never-married,?,Husband,White,Male,211,54,37,United-States,<=50K
17,Private,398088,Some-college,8,Never-married,Craft-repair,Other-relative,White,Male,40,0,32,United-States,>50K
28,Self-emp-not-inc,31414,HS-grad,12,Never-married,?,Husband,White,Male,10859,148,34,United-States,>50K
48,?,146274,HS-grad,13,Divorced,Sales,Not-in-family,White,Male,79874,0,38,United-States,<=50K
42,Private,253353,HS-grad,10,Never-married,Prof-specialty,Other-relative,White,Female,29772,0,34,United-States,<=50K
48,State-gov,185827,Bachelors,10,Divorced,Sales,Not-in-family,Black,Male,636,13,51,United-States,<=50K
27,Private,32553,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,78121,0,36,United-States,<=50K
21,Private,157895,HS-grad,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,489,8,49,United-States,<=50K
67,Private,159485,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,8725,0,29,United-States,>50K
18,Private,148637,Some-college,11,Divorced,Other-service,Husband,White,Female,122,0,54,United-States,<=50K
33,Private,240560,Some-college,15,Divorced,Machine-op-inspct,Not-in-family,White,Female,20144,0,34,United-States,<=50K
54,Private,179286,1st-4th,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,95149,0,49,United-States,>50K
18,?,277876,HS-grad,12,Never-married,Tech-support,Husband,White,Male,8016,0,46,United-States,>50K
31,Private,63298,HS-grad,11,Never-married,Adm-clerical,Own-child,White,Male,31594,0,34,United-States,<=50K
21,Private,350789,Bachelors,7,Never-married,Exec-managerial,Husband,White,Female,56539,0,22,?,<=50K
57,Private,296974,Assoc-acdm,10,Married-civ-spouse,Adm-clerical,Wife,White,Male,52259,30,51,United-States,<=50K
30,?,94351,Bachelors,9,Never-married,Machine-op-inspct,Husband,White,Male,21935,82,42,United-States,<=50K
29,Private,346018,Some-college,9,Married-spouse-absent,Craft-repair,Husband,White,Female,6439,5,25,United-States,<=50K
49,Private,562203,9th,12,Never-married,Exec-managerial,Unmarried,White,Female,20600,3,48,United-States,<=50K
29,Private,51525,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,1922,0,47,United-States,<=50K
28,Private,320036,HS-grad,8,Never-married,Exec-managerial,Husband,Black,Male,35065,0,35,United-States,<=50K
43,Private,77298,HS-grad,9,Never-married,Craft-repair,Husband,White,Female,3886,0,45,United-States,<=50K
48,Private,81454,Bachelors,10,Divorced,Sales,Husband,White,Male,88791,0,22,United-States,>50K
43,Private,200970,11th,10,Widowed,Exec-managerial,Husband,White,Male,386,0,73,United-States,>50K
29,Private,131584,HS-grad,8,Married-civ-spouse,Sales,Not-in-family,White,Male,3375,0,22,United-States,<=50K
26,Private,193578,HS-grad,8,Never-married,Other-service,Unmarried,Black,Male,83347,0,35,United-States,<=50K
42,Private,45028,Some-college,8,Married-civ-spouse,Craft-repair,Husband,White,Female,13,0,31,United-States,<=50K
27,Private,127042,Bachelors,10,Never-married,Adm-clerical,Own-child,White,Male,99998,0,51,United-States,<=50K
20,Private,162369,Assoc-acdm,11,Married-civ-spouse,Transport-moving,Husband,White,Female,87744,0,40,United-States,>50K
24,Private,226550,Bachelors,14,Married-civ-spouse,Farming-fishing,Own-child,White,Female,8768,0,28,?,<=50K
43,Private,202250,HS-grad,13,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,4040,8,54,United-States,>50K
38,Private,434745,10th,8,Never-married,Craft-repair,Husband,White,Male,98631,0,47,United-States,>50K
37,Private,167072,HS-grad,13,Never-married,Craft-repair,Not-in-family,White,Female,4072,464,49,United-States,>50K
23,Private,281031,Some-college,10,Never-married,Other-service,Wife,White,Male,18131,0,32,United-States,<=50K
49,Private,290075,Bachelors,9,Separated,Adm-clerical,Husband,White,Male,168,14,36,United-States,>50K
31,Private,280692,7th-8th,16,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,90574,2,59,United-States,<=50K
25,Private,198459,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,91040,152,51,Dominican-Republic,>50K
29,Private,112762,11th,14,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,72341,0,41,United-States,<=50K
39,State-gov,133251,Some-college,14,Widowed,Exec-managerial,Husband,White,Female,84320,1,33,United-States,<=50K
46,Private,168601,HS-grad,15,Never-married,Machine-op-inspct,Not-in-family,White,Male,57946,828,48,United-States,<=50K
31,Private,502089,HS-grad,11,Married-civ-spouse,Other-service,Not-in-family,White,Male,80250,0,59,United-States,<=50K
23,Private,163363,Some-college,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,118,0,48,United-States,<=50K
48,Self-emp-not-inc,98392,5th-6th,11,Married-civ-spouse,Other-service,Husband,White,Male,6989,0,77,United-States,<=50K
27,Self-emp-not-inc,344394,Some-college,7,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0,22,United-States,<=50K
73,Private,137287,7th-8th,8,Divorced,Exec-managerial,Husband,White,Male,8981,1,33,United-States,<=50K
18,Private,298901,Bachelors,10,Never-married,Other-service,Not-in-family,White,Male,69919,0,62,United-States,<=50K
60,?,73713,Assoc-voc,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48667,0,40,United-States,>50K
34,Private,122149,HS-grad,10,Widowed,Tech-support,Not-in-family,White,Male,1010,0,44,United-States,>50K
26,Private,131868,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,27324,1,43,United-States,<=50K
38,Private,267677,HS-grad,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,26872,0,41,United-States,>50K
49,Federal-gov,183524,Some-college,6,Married-civ-spouse,Sales,Husband,White,Male,43875,0,40,United-States,<=50K
23,Private,84269,Assoc-acdm,13,Married-civ-spouse,?,Not-in-family,White,Male,52981,394,41,United-States,>50K
49,Private,159220,Bachelors,6,Never-married,Exec-managerial,Not-in-family,White,Male,87647,123,43,United-States,<=50K
21,Private,73559,Some-college,12,Never-married,Sales,Husband,White,Female,54451,35,35,United-States,<=50K
64,State-gov,41467,Some-college,10,Separated,Other-service,Own-child,White,Male,56996,1,52,United-States,<=50K
31,Private,96744,Some-college,9,Married-civ-spouse,Tech-support,Husband,White,Male,40781,10,61,United-States,<=50K
45,Private,138035,HS-grad,10,Divorced,Handlers-cleaners,Husband,White,Male,108,0,21,United-States,>50K
56,Private,100148,Bachelors,10,Married-civ-spouse,?,Husband,White,Male,35104,1,37,United-States,>50K
55,Private,142918,Some-college,11,Separated,Exec-managerial,Unmarried,Black,Male,46381,0,37,United-States,<=50K
41,State-gov,62102,Some-college,12,Divorced,Other-service,Not-in-family,White,Male,12143,0,18,United-States,<=50K
21,State-gov,63595,7th-8th,11,Married-civ-spouse,Prof-specialty,Own-child,White,Male,56798,8,47,United-States,>50K
20,Private,145248,11th,8,Married-civ-spouse,Adm-clerical,Own-child,White,Female,78335,0,15,United-States,<=50K
71,Private,313021,Bachelors,9,Divorced,Other-service,Unmarried,Black,Male,456,0,56,Cuba,>50K
45,Private,233883,Some-college,7,Married-civ-spouse,Other-service,Husband,White,Male,53351,0,37,United-States,>50K
41,Private,89992,Doctorate,12,Divorced,Prof-specialty,Not-in-family,White,Male,15597,79,41,United-States,>50K
26,Local-gov,68252,Bachelors,11,Never-married,Prof-specialty,Other-relative,White,Male,56029,0,39,Guatemala,<=50K
44,Private,175670,Bachelors,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,93948,44,46,United-States,>50K
32,Private,115502,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,12157,0,26,United-States,<=50K
34,Private,147535,Doctorate,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,39435,0,36,United-States,<=50K
39,Private,243915,11th,9,Never-married,Adm-clerical,Husband,White,Male,89463,5,35,United-States,<=50K
60,Private,110133,Some-college,6,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,10596,0,30,United-States,<=50K
39,Local-gov,21305,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,91576,65,29,United-States,<=50K
19,Private,264504,Some-college,9,Never-married,Exec-managerial,Husband,White,Male,2640,3,38,United-States,<=50K
35,Private,142174,HS-grad,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,98625,0,23,United-States,<=50K
51,Private,81183,Some-college,13,Never-married,Transport-moving,Husband,White,Male,44858,102,77,United-States,<=50K
57,Self-emp-inc,154719,9th,7,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,57,53,United-States,<=50K
62,Private,211808,Some-college,7,Divorced,?,Not-in-family,White,Female,51309,465,32,United-States,>50K
22,Private,52044,Bachelors,10,Married-civ-spouse,Prof-specialty,Unmarried,Black,Female,99257,0,23,United-States,<=50K
34,Private,279033,HS-grad,15,Never-married,Prof-specialty,Not-in-family,White,Male,41383,45,40,United-States,<=50K
66,Self-emp-inc,90420,Prof-school,9,Divorced,Sales,Unmarried,White,Male,33330,2,32,United-States,<=50K
57,Private,157786,Assoc-acdm,8,Divorced,Exec-managerial,Not-in-family,Black,Female,52719,0,41,United-States,<=50K
41,Private,138183,HS-grad,5,Married-civ-spouse,Adm-clerical,Husband,White,Male,2367,0,43,United-States,<=50K
40,Private,42011,Some-college,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,65273,0,37,United-States,<=50K
35,?,520618,Some-college,7,Never-married,Sales,Not-in-family,White,Male,4145,14,14,United-States,<=50K
23,Private,57711,HS-grad,8,Never-married,Transport-moving,Own-child,White,Male,63368,0,33,United-States,<=50K
20,Self-emp-inc,102023,HS-grad,11,Married-civ-spouse,Other-service,Husband,White,Male,15682,104,37,United-States,<=50K
47,Private,398879,11th,9,Separated,Sales,Own-child,White,Male,1275,17,47,United-States,<=50K
53,Private,141173,Some-college,8,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,16747,0,19,United-States,<=50K
63,Private,230214,Some-college,13,Married-civ-spouse,?,Not-in-family,White,Male,92363,366,44,United-States,>50K
61,Local-gov,211673,Some-college,11,Separated,Craft-repair,Husband,Other,Male,94574,1,40,United-States,<=50K
48,Private,321849,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,51522,0,36,United-States,<=50K
33,?,301260,Some-college,13,Married-civ-spouse,?,Own-child,White,Male,86303,0,26,United-States,<=50K
47,Private,207466,HS-grad,11,Never-married,Prof-specialty,Own-child,White,Female,99999,69,37,India,<=50K
53,Federal-gov,269867,Bachelors,7,Married-civ-spouse,Adm-clerical,Own-child,White,Female,21036,0,15,United-States,<=50K
30,Private,188664,HS-grad,13,Never-married,Exec-managerial,Not-in-family,White,Female,71115,0,59,United-States,>50K
46,Private,254211,5th-6th,12,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,86520,0,75,United-States,>50K
18,Private,100972,Some-college,5,Never-married,Tech-support,Wife,Asian-Pac-Islander,Female,126,0,35,United-States,<=50K
65,?,84388,Some-college,9,Married-civ-spouse,Sales,Own-child,Black,Male,99937,3,59,United-States,<=50K
20,Private,52775,Bachelors,8,Never-married,Sales,Own-child,White,Male,12471,0,40,United-States,>50K
42,Private,85047,Some-college,10,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,17717,0,43,United-States,<=50K
52,?,99509,Assoc-acdm,15,Widowed,Prof-specialty,Unmarried,White,Male,19759,0,39,United-States,<=50K
29,Private,23720,Some-college,10,Never-married,?,Husband,White,Male,24506,1,28,United-States,<=50K
22,Self-emp-not-inc,269269,12th,12,Married-civ-spouse,?,Unmarried,White,Male,16612,1,35,United-States,>50K
44,Local-gov,35479,Bachelors,14,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,9339,203,58,United-States,<=50K
35,Local-gov,40419,Assoc-voc,6,Married-civ-spouse,Craft-repair,Unmarried,White,Female,63670,0,56,China,>50K
29,Private,259052,HS-grad,9,Never-married,Adm-clerical,Husband,White,Male,17585,0,20,United-States,<=50K
17,Private,40066,7th-8th,11,Never-married,Machine-op-inspct,Own-child,White,Male,41190,61,39,United-States,<=50K
57,State-gov,212934,Bachelors,12,Divorced,?,Husband,White,Female,45352,0,46,United-States,<=50K
35,Private,44684,Some-college,8,Never-married,?,Husband,White,Male,8622,40,23,United-States,<=50K
40,Local-gov,273889,Masters,9,Married-civ-spouse,Sales,Husband,White,Female,91749,3,41,United-States,<=50K
57,Private,15491,Assoc-acdm,8,Married-civ-spouse,Handlers-cleaners,Not-in-family,Black,Female,83842,220,49,United-States,<=50K
41,Private,29758,Bachelors,15,Married-civ-spouse,Adm-clerical,Husband,White,Female,13791,241,40,United-States,>50K
33,Private,339083,Some-college,7,Married-civ-spouse,Craft-repair,Own-child,White,Male,35890,21,24,United-States,<=50K
23,Private,155299,Bachelors,10,Never-married,Other-service,Not-in-family,Black,Female,89911,0,32,United-States,<=50K
19,Private,243546,Some-college,12,Never-married,Farming-fishing,Own-child,White,Male,66817,0,41,United-States,<=50K
27,Local-gov,436295,Bachelors,12,Married-spouse-absent,Exec-managerial,Own-child,Black,Male,99362,480,35,United-States,>50K
39,Private,262526,Assoc-acdm,14,Never-married,Sales,Not-in-family,White,Male,1165,330,58,United-States,<=50K
33,Private,404522,Doctorate,11,Married-civ-spouse,?,Not-in-family,White,Male,65244,0,36,United-States,<=50K
34,Private,18846,Masters,5,Never-married,Craft-repair,Not-in-family,White,Female,3728,3,61,United-States,<=50K
46,?,213286,Some-college,6,Never-married,Craft-repair,Not-in-family,White,Male,97,0,56,United-States,>50K
33,Private,181605,Assoc-acdm,14,Married-civ-spouse,?,Not-in-family,White,Male,93909,7,47,United-States,<=50K
62,Private,169375,Bachelors,11,Never-married,?,Not-in-family,Black,Male,52968,42,84,United-States,<=50K
53,Local-gov,167426,Some-college,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,47889,9,55,United-States,>50K
44,Private,370427,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,95813,0,62,United-States,>50K
28,Private,488605,HS-grad,5,Never-married,Exec-managerial,Not-in-family,White,Male,5,0,18,Ecuador,<=50K
24,Private,536847,HS-grad,11,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,1639,14,35,United-States,<=50K
18,Private,174313,9th,9,Never-married,Machine-op-inspct,Husband,White,Male,1904,7,46,United-States,<=50K
30,Private,493969,Bachelors,8,Married-civ-spouse,Adm-clerical,Husband,Black,Female,30644,0,17,United-States,<=50K
44,Self-emp-not-inc,96447,Some-college,10,Married-civ-spouse,Sales,Not-in-family,Black,Male,345,42,64,United-States,>50K
53,Private,367356,HS-grad,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,54076,42,48,United-States,<=50K
31,Self-emp-not-inc,152429,9th,11,Never-married,Adm-clerical,Husband,White,Female,2130,0,45,United-States,<=50K
81,Private,126047,11th,12,Married-civ-spouse,Sales,Unmarried,White,Male,98109,0,68,United-States,<=50K
26,Self-emp-not-inc,206973,HS-grad,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,6655,1,37,United-States,<=50K
27,Private,352518,Assoc-voc,7,Divorced,Exec-managerial,Not-in-family,White,Female,68,0,31,United-States,<=50K
33,State-gov,80382,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,10432,0,27,United-States,<=50K
43,Self-emp-not-inc,47505,HS-grad,4,Separated,Handlers-cleaners,Not-in-family,White,Male,3455,0,41,United-States,<=50K
37,Private,35396,Bachelors,11,Divorced,Prof-specialty,Wife,White,Female,9472,0,39,United-States,<=50K
42,Private,303252,Assoc-acdm,8,Married-civ-spouse,Craft-repair,Husband,White,Female,26918,0,21,United-States,<=50K
49,Federal-gov,267413,Bachelors,9,Never-married,?,Husband,White,Male,35996,10,34,United-States,<=50K
56,Private,38550,11th,11,Divorced,Exec-managerial,Husband,White,Male,25618,11,22,United-States,<=50K
31,Private,189026,HS-grad,11,Never-married,Machine-op-inspct,Husband,White,Male,272,0,32,United-States,<=50K
41,Private,124884,7th-8th,11,Divorced,Other-service,Husband,White,Female,95249,0,29,United-States,<=50K
51,Private,72621,HS-grad,11,Divorced,Exec-managerial,Husband,Black,Male,97622,0,78,?,<=50K
29,Private,507924,Some-college,12,Married-civ-spouse,Transport-moving,Husband,White,Male,37073,25,26,United-States,<=50K
46,Private,23705,HS-grad,11,Divorced,Farming-fishing,Husband,White,Male,628,47,39,United-States,<=50K
32,Private,71014,10th,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,39853,0,33,United-States,<=50K
44,Self-emp-not-inc,165814,HS-grad,6,Divorced,Transport-moving,Own-child,White,Male,3076,0,52,?,<=50K
25,Private,89234,Bachelors,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,77786,209,57,United-States,>50K
33,Private,122899,HS-grad,7,Married-civ-spouse,Other-service,Not-in-family,White,Male,88033,52,55,United-States,>50K
45,Private,234633,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,1526,40,32,United-States,<=50K
19,Private,349875,5th-6th,3,Never-married,Sales,Other-relative,White,Male,78863,19,27,United-States,<=50K
40,Self-emp-not-inc,652778,Some-college,6,Divorced,Prof-specialty,Unmarried,White,Male,2019,0,41,United-States,<=50K
26,Private,299096,Some-college,15,Never-married,Prof-specialty,Not-in-family,White,Male,80605,0,52,United-States,<=50K
18,Private,641637,HS-grad,8,Never-married,Other-service,Other-relative,White,Male,9660,0,48,United-States,<=50K
44,Private,194341,HS-grad,9,Married-civ-spouse,Other-service,Own-child,Black,Male,15190,0,30,United-States,<=50K
38,Private,280269,HS-grad,7,Widowed,Handlers-cleaners,Husband,White,Male,1713,337,67,United-States,<=50K
32,Private,132270,Doctorate,12,Married-civ-spouse,Sales,Husband,White,Female,74017,0,29,United-States,<=50K
32,Self-emp-not-inc,139340,HS-grad,15,Never-married,Farming-fishing,Not-in-family,White,Male,89088,636,36,?,<=50K
66,Private,343733,Assoc-voc,12,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,53335,54,59,United-States,>50K
35,Private,57844,Assoc-voc,13,Married-civ-spouse,Other-service,Not-in-family,White,Male,81197,4,45,United-States,<=50K
25,Private,385514,Bachelors,14,Never-married,Sales,Not-in-family,White,Female,5816,0,34,United-States,<=50K
17,Private,234059,9th,9,Never-married,Sales,Not-in-family,White,Male,62668,5,37,United-States,<=50K
23,Local-gov,155229,Some-college,14,Never-married,Prof-specialty,Husband,White,Male,52207,391,25,United-States,>50K
55,Private,265609,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,327,0,49,United-States,<=50K
22,Private,34942,HS-grad,15,Never-married,Transport-moving,Other-relative,White,Male,19631,75,44,United-States,>50K
46,Private,236110,Masters,10,Never-married,Handlers-cleaners,Husband,White,Male,31497,0,48,United-States,<=50K
45,Private,186360,Assoc-voc,9,Separated,Exec-managerial,Not-in-family,Black,Female,91275,658,26,United-States,<=50K
34,Private,106812,Bachelors,14,Married-civ-spouse,Craft-repair,Wife,White,Female,633,2,65,United-States,>50K
36,Private,274975,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,17365,2,31,United-States,>50K
